anger_s;contempt_s;digust_s;fear_s;happiness_s;neutral_s;sadness_s;time_s;time_min
0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;1;0.016666667
0;0;0;0;0;0;0;2;0.033333333
0;0;0;0;0;0;0;3;0.05
0;0;0;0;0;0;0;4;0.066666667
0;0;0;0;0;0;0;5;0.083333333
0;0;0;0;0;0;0;6;0.1
0;0;0;0;0;0;0;7;0.116666667
0;0;0;0;0;0;0;8;0.133333333
0;0;0;0;0;0;0;9;0.15
0;0;0;0;0;0;0;10;0.166666667
0;0;0;0;0;0;0;11;0.183333333
0;0;0;0;0;0;0;12;0.2
0;0;0;0;0;0;0;13;0.216666667
0;0;0;0;0;0;0;14;0.233333333
0;0;0;0;0;0;0;15;0.25
0;0;0;0;0;0;0;16;0.266666667
0;0;0;0;0;0;0;17;0.283333333
0;0;0;0;0;0;0;18;0.3
0;0;0;0;0;0;0;19;0.316666667
0;0;0;0;0;0;0;20;0.333333333
0;0;0;0;0;0;0;21;0.35
0;0;0;0;0;0;0;22;0.366666667
0;0;0;0;0;0;0;23;0.383333333
0;0;0;0;0;0;0;24;0.4
0;0;0;0;0;0;0;25;0.416666667
0;0;0;0;0;0;0;26;0.433333333
0;0;0;0;0;0;0;27;0.45
0;0;0;0;0;0;0;28;0.466666667
0;0;0;0;0;0;0;29;0.483333333
0;0;0;0;0;0;0;30;0.5
0;0;0;0;0;0;0;31;0.516666667
0;0;0;0;0;0;0;32;0.533333333
0;0;0;0;0;0;0;33;0.55
0;0;0;0;0;0;0;34;0.566666667
0;0;0;0;0;0;0;35;0.583333333
0;0;0;0;0;0;0;36;0.6
0;0;0;0;0;0;0;37;0.616666667
0;0;0;0;0;0;0;38;0.633333333
0;0;0;0;0;0;0;39;0.65
0;0;0;0;0;0;0;40;0.666666667
0;0;0;0;0;0;0;41;0.683333333
0;0;0;0;0;0;0;42;0.7
0;0;0;0;0;0;0;43;0.716666667
0;0;0;0;0;0;0;44;0.733333333
0;0;0;0;0;0;0;45;0.75
0;0;0;0;0;0;0;46;0.766666667
0;0;0;0;0;0;0;47;0.783333333
0;0;0;0;0;0;0;48;0.8
0;0;0;0;0;0;0;49;0.816666667
0;0;0;0;0;0;0;50;0.833333333
0;0;0;0;0;0;0;51;0.85
0;0;0;0;0;0;0;52;0.866666667
0;0;0;0;0;0;0;53;0.883333333
0;0;0;0;0;0;0;54;0.9
0;0;0;0;0;0;0;55;0.916666667
0;0;0;0;0;0;0;56;0.933333333
0;0;0;0;0;0;0;57;0.95
0;0;0;0;0;0;0;58;0.966666667
0;0;0;0;0;0;0;59;0.983333333
0;0;0;0;0;0;0;60;1
0;0;0;0;0;0;0;61;1.016666667
0;0;0;0;0;0;0;62;1.033333333
0;0;0;0;0;0;0;63;1.05
0;0;0;0;0;0;0;64;1.066666667
0;0;0;0;0;0;0;65;1.083333333
0;0;0;0;0;0;0;66;1.1
0;0;0;0;0;0;0;67;1.116666667
0;0;0;0;0;0;0;68;1.133333333
0;0;0;0;0;0;0;69;1.15
0;0;0;0;0;0;0;70;1.166666667
0.011477823;0.014087808;0.002343307;0.000178947;0.018388003;0.537585981;0.00072016;71;1.183333333
0.007274392;0.010277841;0.002773214;0.000137149;0.024726389;0.93087957;0.00113115;72;1.2
0.006751803;0.003582221;0.002798802;0.000715237;0.007695584;0.955469469;0.007033267;73;1.216666667
0.002176296;0.004514207;0.001249793;0.000151584;0.043636123;0.91843812;0.001407762;74;1.233333333
0.005943524;0.012411818;0.001951648;4.42E-05;0.009153704;0.951191008;0.000579541;75;1.25
0.016745115;0.08202425;0.003619289;0.000253939;0.007530901;0.842867778;0.001405572;76;1.266666667
0.013242748;0.0469026;0.003150092;0.000108513;0.030079489;0.898253381;0.001788633;77;1.283333333
0.008261984;0.057889966;0.006952539;0.000120919;0.008420498;0.870789472;0.019084546;78;1.3
0.004744126;0.009331408;0.000602931;1.96E-05;0.002274894;0.979785334;0.000777132;79;1.316666667
